ID,PearsonCorr,BVol,GVol,WVol,ThicknessSum
3242720,0.784712,1577140,528687,501031,1378710
3242956,0.815271,1435660,481493,422269,1284640
3242963,0.785151,1489090,497732,461617,1339950
3243112,0.774809,1469800,475713,433556,1111570
3243256,0.775083,1320320,447874,384588,1132180
3243263,0.811739,1590000,517944,492550,1354010
3243362,0.823455,1279830,422162,381126,1072940
3243667,0.825228,1335870,428016,404759,1139480
3243690,0.837419,1123980,387470,333905,1047330
3244110,0.829519,1549010,518686,461586,1402540
3244444,0.794757,1569330,527616,446622,1490800
3244513,0.825468,1140910,427125,376677,1392840
3246023,0.836194,1193590,403764,347554,1105840
3246174,0.757099,1221030,400381,373868,1028130
3246870,0.813311,1401810,448789,404605,1130620
3246960,0.817314,1325540,452693,383432,1248660
3247153,0.824609,1481070,538711,445208,1554780
3247166,0.827098,1372080,451456,419969,1221090
3247377,0.816537,1650530,604443,473703,1771030
3247443,0.838531,1740810,587608,529303,1697630
3247514,0.802177,1146140,359825,326641,859005
3247819,0.753847,1543330,494570,454518,1263190
3248018,0.743881,1334960,403374,407320,917377
3248757,0.810449,1489160,480494,475356,1195900
3249388,0.797533,1424220,457379,414598,1120560
3249396,0.824507,1505130,476186,434110,1090960
3249609,0.823845,1431600,482080,437253,1297350
3250272,0.831810,1597090,535350,496009,1404190
3250940,0.816668,1405960,457658,420295,1136440
3251150,0.817505,1365320,416530,423926,925168
3251245,0.836375,1361510,481029,375275,1323260
3251364,0.806289,1243250,413550,375439,1113110
3251834,0.837539,1285000,450122,384999,1309440
3252358,0.806842,1323400,454886,402312,1203650
3252397,0.805174,1336780,439950,382108,1219930
3252403,0.788708,1360240,442452,417389,1166940
3252621,0.786975,1235580,424323,376266,1135230
3253717,0.798404,1473200,476690,439552,1192580
3253728,0.777726,1483560,468986,443476,1146230
3253996,0.822610,1605030,545237,476151,1463180
3255285,0.808755,1405640,473756,422926,1278070
3255493,0.828304,1257830,435869,360622,1199060
3255510,0.835410,1367740,490540,420693,1501220
3255614,0.831089,1446650,513683,430243,1494350
3255695,0.809497,1399930,468539,422157,1201190
3255900,0.802199,1622790,535362,494610,1429990
3256227,0.817035,1414540,470998,424573,1202420
3256458,0.787533,1273550,412445,393926,999199
3256560,0.764809,1518090,493049,486782,1285450
3256944,0.842328,1266130,454505,374823,1329500
3257636,0.823434,1376090,446154,408509,1135400
3257908,0.792188,1369960,457347,392275,1145870
3258132,0.769827,1480530,483801,470180,1285950
3258428,0.788236,1518440,507847,439177,1333830
3258522,0.828263,1379960,448706,399255,1162030
3258536,0.803322,1587970,530402,522333,1434990
3259166,0.754963,1446880,472938,444036,1298540
3259359,0.821500,1453960,521344,425086,1527930
3259713,0.784462,1558890,510281,433859,1388610
3260858,0.819052,1295350,414140,384879,1005520
3260988,0.840027,1296810,456531,391100,1300680
3261017,0.837258,1313470,469189,371551,1303610
3261184,0.841000,1242830,444646,352234,1255390
3261394,0.824365,1357870,455002,399357,1273590
3261632,0.793617,1446280,478525,403090,1380570
3261699,0.750416,1439780,425638,447411,957690
3262798,0.794173,1109970,362048,334585,886024
3262888,0.815483,1472880,519634,443156,1478960
3263484,0.761152,1378190,441399,445721,1087690
3263977,0.827320,1541500,558591,444176,1697160
3264239,0.814342,1446100,465525,410856,1177750
3264240,0.826657,1418800,496000,427913,1391040
3264266,0.833871,1467020,496801,457888,1298490
3264445,0.808538,1503180,482981,444750,1213840
3264743,0.824431,1587850,562948,476338,1701570
3264980,0.819517,1401040,464765,414990,1242530
3265257,0.809824,1462020,470786,444625,1155590
3265265,0.778383,1368140,440028,417046,1169660
3265522,0.752406,1615470,511391,514368,1236820
3266706,0.816697,1284800,413794,383125,1019300
3266871,0.762959,1503580,486228,445366,1270610
3267217,0.778329,1388100,457156,408631,1168130
3267350,0.817912,1362640,460678,389096,1278120
3267738,0.802775,1319610,439699,410124,1115850
3267899,0.833968,1592920,559124,482279,1608310
3268100,0.837613,1356680,494457,415764,1451270
3268250,0.774182,1660550,508917,527391,1163310
3268380,0.764976,1411310,468117,405472,1187070
3268534,0.821444,1588320,506501,502110,1345780
3268664,0.833441,1323170,474774,382467,1424620
3268727,0.830070,1376990,462182,395667,1243760
3268833,0.792046,1379000,462405,410272,1226790
3269636,0.778741,1258700,384549,375371,836323
3270425,0.816542,1198700,382258,357425,926309
3271401,0.821856,1461450,487378,442696,1316450
3271460,0.771356,1391030,437821,407456,1035840
3271765,0.819414,1262820,404090,385646,1102860
3271896,0.812961,1577650,545675,478094,1512950
3272290,0.825919,1575240,533472,485005,1548580
3272306,0.844465,1516670,536160,430786,1505840
3272451,0.809189,1536790,501263,501115,1351640
3272824,0.813598,1214570,396050,342408,947854
3273282,0.809874,1389320,440825,414531,1105660
3274373,0.785079,1368060,419568,438748,985518
3274482,0.793959,1305930,419266,386221,1008340
3274626,0.807555,1607100,522096,492308,1316840
3275075,0.768623,1358020,458496,395933,1186990
3275379,0.776689,1383000,443956,397572,1057450
3276164,0.814042,1660240,592843,511193,1826710
3276357,0.805783,1351160,426804,410686,1009080
3276734,0.817712,1275830,413170,376229,1080900
3276742,0.769950,1499940,489267,492522,1322860
3276817,0.824662,1473210,489201,441449,1334040
3277021,0.812078,1419110,467207,419790,1136300
3277292,0.805483,1229090,419603,363182,1136450
3277399,0.800458,1535320,507331,429508,1341720
3277501,0.778128,1323450,397334,411721,905475
3277593,0.824923,1348880,452737,410176,1191620
3277928,0.822391,1401140,467656,390086,1215920
3278585,0.776203,1313120,405300,388640,927496
3278780,0.765970,1283960,398100,412308,891677
3278964,0.820172,1429280,493594,434562,1459550
3279047,0.812510,1231400,416412,350283,1078780
3279215,0.828033,1675450,564674,527711,1605230
3279665,0.820549,1487920,504253,443492,1429360
3279805,0.814368,1638110,524756,504576,1341760
3280338,0.833074,1513800,527743,447885,1465700
3280360,0.786943,1500900,472708,460779,1144200
3280387,0.820194,1296230,452518,450721,1325960
3280409,0.805112,1632690,529012,530093,1355170
3280435,0.757604,1405560,464107,444163,1172780
3280795,0.824517,1475240,495077,447741,1282410
3281397,0.800344,1413950,463438,417975,1085990
3281768,0.810912,1246940,385791,362639,894403
3281907,0.799763,1246460,412130,350452,1072290
3281910,0.791376,1468400,480498,408447,1233970
3281961,0.791103,1528000,486098,495322,1196100
3282129,0.814712,1211580,395799,388740,937905
3282269,0.787669,1370430,452073,418090,1158940
3282521,0.813841,1613050,493150,494501,1225180
3283843,0.803962,1522770,490787,449356,1226650
3284856,0.769630,1557580,493884,491030,1229850
3285675,0.818593,1510320,507460,434177,1440800
3285687,0.777627,1529160,501627,452280,1382850
3285763,0.826529,1366030,456234,411158,1173470
3285874,0.773988,1479300,499414,421238,1279800
3287679,0.519330,925501,318121,330715,950518
3287705,0.840309,1380150,479061,395969,1344710
3288036,0.801922,1601030,538404,475453,1391000
3288177,0.761185,1472430,457255,474742,1042910
3288263,0.810136,1782380,604870,518938,1634320
3288272,0.781454,1349870,434459,401877,1066930
3289126,0.764587,1439880,441248,447866,1028090
3290997,0.740361,1471630,475280,452344,1243280
3291016,0.793471,1586340,505364,520983,1238220
3291612,0.805089,1125260,352422,339492,843728
3292874,0.819458,1345560,443521,371419,1167480
3293999,0.818818,1521680,523802,449710,1445300
3294267,0.770357,1340990,428885,415582,1058820
3294385,0.724877,1487810,499582,443189,1354100
3294562,0.812926,1305600,452768,380553,1172030
3295069,0.814260,1467370,474956,445629,1215300
3295159,0.818951,1523540,505677,459041,1312540
3296269,0.825888,1529550,521327,460437,1468160
3296320,0.819019,1296300,423121,371465,1042060
3297096,0.823097,1421150,456335,395601,1178790
3297204,0.745955,1562270,490483,486163,1213520
3297319,0.720698,1474200,479108,475493,1328020
3297324,0.837820,1596650,562165,495969,1640870
3297666,0.825225,1466640,537601,421371,1592830
3298054,0.829746,1506000,502918,456109,1323340
3298321,0.824100,1273210,442716,370600,1248290
3298441,0.831090,1445420,479775,440572,1282540
3298553,0.818633,1445470,487564,446582,1323970
3299286,0.826748,1400420,458503,407101,1129740
3299363,0.808693,1440620,489987,412561,1349640
3299688,0.737682,1490070,498272,438152,1362870
3299696,0.833647,1399490,469333,401768,1287110
3300210,0.799529,1234270,408357,368663,1078280
3300408,0.815517,1547690,509448,471179,1326410
3301203,0.755267,1597410,528323,468183,1406240
3301226,0.796583,1467220,464984,457713,1138380
3301255,0.797453,1457840,495373,430313,1335940
3301312,0.818071,1602320,551908,495022,1573960
3301508,0.796904,1503960,503875,440421,1383010
3301736,0.799231,1415380,460332,436028,1145920
3301838,0.772100,1633360,517146,482795,1191140
3302367,0.753092,1274260,412469,382462,965164
3302749,0.824525,1353030,443163,479891,1152930
3302913,0.757175,1224590,399281,346487,1000690
3302981,0.830235,1401620,464170,406492,1222410
3303533,0.784203,1347690,440737,412288,1162350
3304004,0.799694,1689300,552711,493703,1408600
3304218,0.827254,1382530,434858,442218,1078840
3304606,0.829022,1322430,440279,384807,1203780
3305020,0.822894,1347830,473403,399921,1314780
3305338,0.772250,1650640,512402,514594,1276840
3305640,0.782320,1164360,384137,344662,1034860
3306029,0.816697,1180900,384018,354218,984615
3306237,0.811433,1458630,446843,417640,1031300
3306556,0.839806,1370510,485775,435106,1364960
3306665,0.764850,1313950,417581,386799,977150
3307603,0.783323,1275210,396424,394976,921723
3307678,0.836891,1459300,523817,442158,1493660
3308766,0.834753,1478390,490464,458928,1275090
3308975,0.814283,1319500,438167,381901,1176200
3309219,0.829973,1545450,525538,480210,1461820
3309252,0.835194,1426180,490803,435556,1416150
3309527,0.770629,1390930,439805,419262,1125170
3309828,0.855593,1259800,454190,379140,1313070
3310719,0.796492,1295490,416397,400542,1009910
3310848,0.779423,1482660,451463,458945,1013460
3310984,0.745669,1505990,477164,485229,1251450
3311162,0.809694,1361710,435397,409226,1058320
3311320,0.806319,1367770,445850,391808,1125680
3311439,0.748024,1252000,385914,405250,925292
3311842,0.776996,1336730,393410,441537,873473
3311906,0.782655,1242760,391125,374323,936060
3312544,0.808477,1595620,467110,530345,1096680
3312723,0.798717,1441720,479012,435732,1284050
3313261,0.836099,1179880,376019,350013,936971
3313339,0.776234,1614940,518030,500754,1275230
3313874,0.806636,1512000,505771,444185,1343850
3314077,0.836709,1284660,448696,367730,1243850
3314534,0.819757,1462910,476914,427452,1273270
3314727,0.785610,1353440,442489,428118,1035670
3314804,0.831299,1610000,550620,467763,1627250
3315039,0.757868,1155500,357668,333386,795865
3315206,0.817665,1234510,392215,340996,917061
3315285,0.784520,1635960,546780,491724,1416230
3315922,0.827101,1390680,468964,395116,1240860
3316065,0.736534,1511490,478926,469343,1183270
3316445,0.791229,1372210,448412,422233,1149570
3316917,0.757089,1406240,462686,430953,1191510
3317025,0.827204,1488130,498770,445165,1393870
3317102,0.797256,1525760,498319,433107,1285300
3317539,0.782468,1318870,444127,381070,1197260
3317681,0.803688,1561670,491031,477000,1169810
3317844,0.786349,1360170,422833,438721,1036090
3317908,0.814328,1425660,465238,416729,1204770
3318132,0.793688,1614290,518912,506267,1363930
3318812,0.808251,1338530,422819,399005,974560
3319044,0.821244,1511760,494286,437806,1246450
3319341,0.778730,1385210,455518,416618,1125310
3319745,0.783258,1298170,412237,402004,984052
3320181,0.749469,1362020,405962,443074,966722
3320250,0.790062,1393460,469112,428940,1206470
3320273,0.835043,1489240,525708,447919,1462460
3320816,0.820946,1386710,474647,408013,1203750
3321378,0.797709,1607360,532078,482504,1367800
3321390,0.832480,1318410,475174,385399,1394960
3321510,0.811283,1256630,431332,357251,1074850
3321614,0.753252,1633100,514143,519673,1269440
3321820,0.793788,1355790,459052,430018,1204340
3321969,0.773434,1446150,448887,467613,1024440
3322226,0.833360,1324440,447710,399050,1157680
3322514,0.817513,1115750,373437,329604,978268
3323204,0.807559,1260510,412317,370671,1065200
3323265,0.847328,1446130,505078,425129,1408790
3323298,0.798029,1336700,441666,373590,1105940
3323569,0.777204,1296450,435376,393492,1150980
3323812,0.823826,1439680,480542,414218,1294170
3324159,0.842659,1477480,480992,421884,1285210
3324724,0.785115,1468180,464749,452698,1158170
3324953,0.820737,1750940,612318,529051,1684450
3325046,0.811804,1333210,436092,404651,1167710
3325129,0.780003,1568100,509277,466495,1299700
3325379,0.776484,1385300,426927,429881,1049830
3325471,0.785498,1404900,432405,427257,1022620
3325680,0.832836,1580670,521219,464183,1331680
3326370,0.791947,1287640,415837,395932,993299
3327190,0.801340,1553810,505595,458769,1260620
3327606,0.808998,1385880,438983,428763,1109930
3327909,0.830332,1567280,499849,476884,1158180
3328772,0.789007,1323990,419118,392704,1054590
3329029,0.792140,1390250,481711,400297,1260030
3329138,0.821733,1433590,483973,395579,1273790
3330249,0.764102,1467750,476575,444063,1205260
3330574,0.821481,1496620,488046,498215,1282340
3331008,0.833955,1380680,441840,418889,1179320
3331910,0.807461,1373460,454593,404738,1162860
3332129,0.819299,1445090,486926,392283,1310710
3332274,0.821150,1446030,481892,409952,1218520
3332492,0.794757,1286580,393021,405409,926244
3333843,0.825350,1180180,427031,352581,1232060
3333888,0.781531,1339050,424529,406118,1014120
3333974,0.790184,1456500,471234,451430,1126610
3334755,0.831446,1593650,589825,483788,1783700
3334789,0.829457,1137200,382124,322643,1036090
3334828,0.805302,1245140,403635,387651,963473
3335353,0.805321,1611490,554707,481985,1517670
3335619,0.833713,1553470,531191,461196,1548030
3335624,0.810674,1293690,412013,374118,1007050
3335937,0.831392,1311770,458012,397931,1250930
3336056,0.842437,1196600,444864,344879,1262930
3336118,0.826192,1631660,559925,470936,1643100
3336226,0.815385,1227450,422925,380457,1155880
3336562,0.805217,1574420,539791,463725,1534930
3336610,0.814796,1511150,509711,479082,1340250
3337012,0.758830,1501920,488594,466611,1251610
3337262,0.823335,1630600,557076,511240,1550070
3337740,0.814526,1612190,524092,525380,1379230
3338235,0.800704,1140420,375553,339003,953766
3338433,0.765316,1507840,476386,475332,1232360
3338738,0.803768,1674290,584008,510263,1623440
3338848,0.820638,1542280,545566,428296,1620510
3339057,0.815927,1500490,502696,460939,1317260
3339103,0.820891,1563050,526976,455416,1487520
3339458,0.841786,1428270,497562,423424,1529410
3339474,0.809707,1475260,487348,466862,1251600
3339587,0.813141,1588680,491106,500035,1205990
3339935,0.853941,1352070,497600,403291,1419820
3340281,0.835617,1339380,455745,409234,1260640
3340484,0.764391,1544700,480145,487758,1145020
3340565,0.770550,1258360,422858,367967,1043140
3342020,0.794248,1241460,388044,380701,898898
3342491,0.798383,1071300,344860,321462,840996
3342597,0.737269,1439530,443136,445106,1035160
3342671,0.796441,1147410,362890,358476,881997
3343203,0.830190,1299290,432158,375893,1186380
3343860,0.821987,1206180,403778,365200,1068820
3344062,0.807177,1299890,448357,372509,1196850
3344215,0.819683,1316100,439001,382467,1238310
3344426,0.806839,1498030,488777,438623,1247010
3344871,0.758551,1189000,382714,351847,986578
3345425,0.765238,1551750,493071,450186,1238700
3345849,0.750610,1566720,485176,475194,1149590
3346419,0.760156,1511240,492955,472761,1210240
3346650,0.793033,1422230,484872,425377,1329360
3346913,0.801830,1609900,507194,501849,1260470
3347165,0.809890,1460520,480948,426564,1254110
3347207,0.804309,1473990,488702,419235,1314700
3348167,0.816792,1228580,423983,346822,1091100
3348376,0.816488,1354850,454434,388881,1272980
3349159,0.830579,1357250,463215,407081,1399750
3349373,0.795848,1658900,550037,506161,1411000
3349515,0.795783,1507140,496990,447924,1316150
3349719,0.801561,1392290,455684,423476,1196780
3349810,0.804580,1439720,469198,420599,1225660
3350394,0.790576,1232060,397940,372907,980365
3351168,0.804675,1286160,419494,389346,1065620
3351416,0.781498,1456300,475362,437890,1282850
3351642,0.795268,1407530,440114,414098,1058030
3351678,0.785394,1458350,458220,425460,1066920
3352250,0.823504,1518840,495147,444841,1366340
3352816,0.826052,1393450,499642,427156,1373150
3352993,0.845732,1370060,447937,432017,1220490
3353099,0.813369,1438600,530680,416230,1650730
3353613,0.815968,1304360,426375,403029,1069330
3354268,0.834547,1351910,446587,398227,1152210
3354285,0.778521,1173700,379059,341293,906998
3354704,0.825870,1401080,464707,405615,1186140
3356088,0.792460,1375600,445133,376711,1162900
3356096,0.769454,1478520,470998,452695,1164220
3356536,0.782896,1185150,382969,340014,936220
3357186,0.777017,1448530,458104,427132,1119570
3357842,0.825009,1474310,507687,436462,1404980
3358152,0.799466,1398390,495031,399660,1442610
3358871,0.811208,1421520,459824,431450,1197790
3359652,0.825689,1591320,538818,475276,1456580
3360032,0.760534,1317430,439004,405380,1138590
3360321,0.836576,1063110,374731,344867,1090880
3360398,0.803358,1855860,624034,559830,1641680
3360658,0.843553,1485100,510232,459725,1440950
3360986,0.807509,1671170,554966,519772,1624910
3361601,0.839539,1227670,414626,375454,1144350
3361728,0.808154,1629530,517067,520016,1284980
3362361,0.821357,1296680,464808,397821,1363670
3362630,0.817253,1405770,457715,410881,1175600
3362873,0.774830,1337710,431993,423807,1072390
3363256,0.805308,1525390,488896,459537,1201970
3363395,0.824723,1524800,547658,438390,1621900
3364352,0.757552,1487950,490251,450095,1271880
3364627,0.778046,1223120,377347,382404,848682
3364942,0.846407,1355590,465027,411645,1286420
3365050,0.837260,1358460,472229,405162,1331360
3365193,0.809363,1214130,384810,345191,971049
3365369,0.820548,1571900,556575,463127,1626630
3365572,0.829236,1437440,468106,427014,1214370
3366784,0.837238,1517280,518068,446058,1521140
3367508,0.821794,1333780,436613,404834,1227540
3367562,0.826457,1452230,476783,415289,1242980
3367875,0.835328,1444670,514524,431734,1502570
3368650,0.822108,1701660,573810,540991,1647490
3368837,0.769305,1217460,379696,357582,882680
3368922,0.815122,1427810,462026,426182,1194010
3369222,0.823918,1320960,430524,391056,1136080
3369761,0.817593,1449040,478485,432793,1229330
3370135,0.817109,1659780,550990,498496,1429290
3370230,0.787583,1299200,408457,410537,1004630
3370268,0.816023,1256880,419649,357777,1110800
3370424,0.824338,1364630,460769,412470,1229080
3370770,0.803004,1522550,501563,459182,1382900
3370782,0.822075,1400810,475281,420223,1277090
3370843,0.845670,1276240,454511,380107,1317360
3370864,0.808770,1350910,426212,390609,1022700
3370969,0.785433,1334860,417399,414847,964644
3371668,0.816350,1682850,518375,511448,1199620
3372078,0.813641,1654710,541920,507285,1400350
3372384,0.818460,1476890,485290,445662,1287360
3372392,0.818973,1252940,414765,367042,1091400
3373086,0.835720,1578620,552230,481008,1546370
3373095,0.826156,1393260,459120,398986,1237610
3373138,0.817636,1502920,502037,442048,1301560
3373313,0.801956,1411780,477374,431259,1310980
3373345,0.834312,1543110,504755,466919,1331310
3373403,0.816994,1614340,541844,522275,1440670
3373670,0.819299,1432800,478768,418638,1264290
3375045,0.794830,1717300,544471,520783,1310530
3375106,0.780716,1536410,514426,459863,1386570
3375112,0.805517,1506040,498179,418576,1476170
3375350,0.793937,1707920,564512,516022,1413680
3375433,0.808143,1373850,474022,417691,1280030
3375520,0.786255,1602500,503490,494528,1179630
3375939,0.797870,1566890,493889,516282,1286560
3376439,0.812124,1556920,492234,480430,1206130
3376453,0.794339,1540450,507736,483176,1360820
3377257,0.746302,1407120,451010,422482,1156340
3377338,0.783598,1554520,503021,476628,1346860
3377671,0.817291,1811560,619348,569612,1800960
3377934,0.763193,1452350,475121,457634,1249000
3378349,0.782820,1724110,562496,521427,1389390
3378962,0.800039,1470610,488897,441509,1239210
3379534,0.786225,1281450,409480,393316,993455
3379766,0.822259,1289970,479863,404542,1466290
3380358,0.818087,1615750,519851,503773,1340010
3380426,0.800999,1237860,402980,356256,983178
3380591,0.826933,1425480,476789,440837,1252220
3380892,0.792592,1286440,394311,404322,867749
3381006,0.773188,1309680,432291,376292,1109970
3381391,0.806925,1642160,545625,501963,1533070
3381688,0.813619,1411860,467136,397343,1197710
3381696,0.832850,1521200,527732,462759,1456890
3381718,0.817178,1593020,532930,477065,1410820
3381849,0.809175,1709990,607152,545282,1669680
3381993,0.738463,1671120,540738,524592,1435930
3382854,0.813225,1397240,440807,413703,1060410
3382899,0.809686,1403250,469811,456231,1185780
3383070,0.835570,1443600,506050,407077,1400570
3383134,0.818114,1428600,502481,434775,1524350
3383376,0.779483,1430160,432349,438502,1020060
3383829,0.766536,1376090,427180,427918,1032410
3384060,0.804604,1365240,449708,417922,1197690
3384549,0.823519,1318510,461431,414069,1276210
3384878,0.823129,1545640,516646,480100,1501970
3384906,0.835907,1372020,423894,409586,1009860
3384923,0.758491,1676690,509564,533867,1200350
3385441,0.758064,1298380,403753,384056,960655
3385622,0.781987,1375470,459087,402860,1208450
3385809,0.823809,1551100,534946,444487,1458830
3386744,0.797290,1350010,458807,391658,1260300
3386763,0.817248,1573940,520796,487353,1425270
3387212,0.782048,1795960,584408,538350,1532650
3387367,0.838340,1652170,559880,503635,1542380
3387487,0.837987,1519450,505983,475275,1315610
3387896,0.823426,1417870,469790,414712,1204410
3388184,0.810067,1298160,435329,396059,1190780
3388420,0.758917,1327150,391481,433343,868796
3388933,0.785555,1479750,477416,408674,1248340
3389148,0.773474,1467690,471556,460734,1251400
3390702,0.803406,1591860,498278,492013,1269880
3392143,0.811120,1322390,442398,353432,1127310
3392459,0.791460,1412360,457378,438557,1133060
3392962,0.828563,1628030,562486,475866,1531200
3392986,0.799970,1507970,471688,454847,1086790
3393006,0.788887,1262350,424270,384014,1136880
3393068,0.806812,1756260,575272,516602,1499050
3393273,0.834832,1344890,458421,396400,1211020
3393328,0.773832,1349140,441306,439958,1085110
3393739,0.818188,1242970,409041,341733,1043300
3394149,0.812276,1477150,467781,420447,1144990
3394157,0.833629,1290240,442957,362441,1200640
3394408,0.770396,1315700,414643,405732,980133
3394585,0.828364,1254360,436081,358412,1272110
3394624,0.808555,1547890,522986,466964,1398250
3394675,0.833864,1763640,637783,534689,1920590
3394744,0.818684,1324660,450108,375542,1230190
3395192,0.816654,1311310,411626,374807,930233
3395368,0.816089,1277880,430757,361778,1137150
3395479,0.812515,1334900,445775,416398,1189460
3395496,0.769844,1341960,427829,407231,1029760
3395625,0.811473,1468260,474846,451321,1199010
3395824,0.794123,1346440,426037,413620,982910
3395893,0.758782,1493150,453311,466878,1055330
3396433,0.789861,1213350,379747,355887,899656
3397455,0.800722,1510920,507918,428891,1318260
3397490,0.809523,1354830,417342,428486,969856
3397999,0.790603,1398980,434997,426922,1047210
3398691,0.789025,1583670,482403,481910,1080110
3398710,0.830290,1284440,460492,420502,1315650
3398783,0.794895,1328270,454633,423257,1246300
3399268,0.819306,1566310,507294,472236,1346820
3399629,0.800981,1394800,459815,414574,1213670
3400604,0.822751,1319900,420673,380734,1029700
3400948,0.817652,1359560,456795,397293,1232840
3402209,0.815983,1191390,414973,338300,1111440
3402482,0.761612,1280680,417900,385848,1087770
3403253,0.798925,1579350,502735,471939,1310190
3403376,0.801171,1571220,507401,480684,1277770
3403659,0.747547,1291720,413022,405319,1056010
3403720,0.839725,1218660,447081,375653,1283800
3403935,0.774533,1529500,480130,467261,1128700
3404598,0.822986,1378460,465274,394211,1293310
3404930,0.831728,1541950,512394,470151,1454860
3405441,0.802350,1597280,543777,482478,1467450
3405477,0.766642,1456820,462979,486646,1190010
3406371,0.832776,1567390,542452,477159,1557640
3406585,0.813672,1549110,491112,471155,1221870
3406624,0.751845,1610090,514472,444287,1240240
3406988,0.794684,1249050,384405,363749,844013
3407071,0.819910,1539060,503915,454225,1281920
3407311,0.822881,1386040,452659,409037,1103820
3407326,0.830955,1281620,462429,387088,1296360
3407561,0.838526,1531160,552656,449922,1778180
3407583,0.819610,1630980,536690,488870,1442100
3407757,0.814973,1579710,517174,474589,1300420
3407782,0.796976,1412610,449775,443765,1126440
3407843,0.788608,1487190,500807,449229,1378320
3408035,0.803970,1333850,448901,412860,1254270
3408153,0.836014,1478800,507468,453649,1464950
3409088,0.784872,1236090,420648,367491,1109250
3410424,0.785204,1535100,504122,459220,1345700
3410798,0.820859,1504280,505914,444714,1351840
3411065,0.822693,1726740,565993,510775,1455810
3412207,0.837148,1325620,447166,399706,1280940
3412232,0.782817,1260270,383178,365718,826003
3412473,0.827369,1496540,487971,439686,1228180
3412585,0.814469,1453580,487104,428057,1325390
3412763,0.802966,1452850,493845,413638,1381340
3413300,0.814828,1273060,411537,380220,1017770
3413657,0.793872,1361320,435331,426786,1127670
3414056,0.817417,1503580,491881,464543,1263090
3414063,0.821365,1430200,482370,414577,1365760
3416315,0.820257,1282620,433889,357483,1132320
3416521,0.795075,1316010,428585,403939,1081870
3416598,0.770803,1364900,428792,417689,990383
3416799,0.811936,1339240,439979,391667,1151190
3416803,0.803515,1455290,462877,461514,1125050
3416890,0.826487,1649640,557356,497447,1596380
3417352,0.810464,1617290,561382,487660,1650650
3417472,0.784816,1354600,426371,424909,1006300
3417574,0.814232,1667380,569137,476428,1563960
3417597,0.854013,1243050,415507,367069,1160840
3417841,0.805151,1607860,525440,515057,1353670
3418275,0.835701,1664930,577675,516346,1670780
3418423,0.830653,1124680,378025,370931,1048340
3418828,0.793203,1257660,394131,400476,922334
3419273,0.816753,1501020,471840,421360,1176880
3419664,0.768121,1516520,493358,442217,1214430
3420306,0.721993,1549240,457763,499691,1125200
3420464,0.843491,1214720,425702,382195,1182400
3420904,0.783247,1405800,461220,406490,1196180
3421347,0.826066,1338730,453858,379925,1185880
3421579,0.808608,1485840,500258,420510,1313010
3422068,0.834433,1592830,547592,470814,1525110
3422461,0.776139,1389500,471284,443803,1227210
3422924,0.822126,1438540,480693,419414,1258340
3422987,0.818756,1341060,430132,385068,1118040
3423592,0.800990,1354100,445927,444203,1109160
3424212,0.765980,1641460,507833,521938,1218480
3424342,0.803868,1659480,534633,491930,1281000
3424446,0.834145,1268560,461460,391048,1317780
3424629,0.828830,1334400,432045,396644,1009110
3425253,0.832475,1511320,515488,431750,1371310
3425436,0.806620,1495590,489324,439230,1240800
3425779,0.772769,1288180,441845,372217,1146650
3426360,0.775982,1227280,388282,364696,921047
3426639,0.815163,1569630,532540,454538,1397110
3426990,0.816139,1565150,529421,495372,1353350
3427440,0.838883,1215250,432423,377325,1191590
3427557,0.822887,1519830,535491,447490,1532570
3427644,0.815902,1400480,471095,434816,1218890
3427663,0.758411,1323700,393795,437408,907541
3427878,0.825777,1252560,430974,366638,1154860
3428243,0.808768,1593460,533741,487053,1455230
3428517,0.803182,1593400,519661,460060,1332290
3429104,0.825727,1448800,476912,443883,1176050
3429232,0.808073,1148400,375854,358204,989602
3429248,0.811851,1554290,515948,466405,1329600
3429353,0.759701,1508740,488887,450326,1292400
3429996,0.821684,1788460,593678,544095,1612720
3430674,0.817903,1478210,525400,435829,1457590
3431078,0.775825,1271160,409011,378201,1012430
3431619,0.822655,1482840,481952,426425,1228340
3431717,0.810008,1594500,517800,500596,1287410
3431874,0.808173,1438020,487369,436469,1326980
3432065,0.835319,1358690,463015,407407,1339800
3432167,0.844540,1509520,536882,433621,1578320
3432310,0.817870,1448510,459673,414117,1162580
3432481,0.784874,1243340,409019,360801,1055060
3432497,0.829853,1301780,447256,376437,1224560
3432668,0.833965,1535700,540480,459980,1526690
3432873,0.835566,1452230,492972,455474,1325340
3433058,0.834583,1189770,411577,336452,1179520
3433502,0.796514,1393530,459691,428170,1185290
3433579,0.813090,1341640,442358,371112,1151610
3433701,0.761325,1228320,394109,355363,879540
3433746,0.830961,1294130,453271,372995,1334180
3434640,0.771250,1325780,397463,392913,902384
3434830,0.790116,1684680,547620,533224,1470750
3435657,0.839998,1389870,498446,419519,1437720
3436372,0.795848,1309370,466619,384575,1438650
3437933,0.825838,1450620,512782,437555,1459990
3438135,0.813677,1667820,541205,513627,1391450
3438144,0.818421,1628770,545164,500456,1557270
3439418,0.834226,1346920,467746,436548,1302020
3439466,0.796104,1348770,435651,429417,1135510
3439867,0.843126,1258650,450008,365860,1346380
3440361,0.776266,1426220,443455,447062,1104340
3440764,0.835299,1233570,422344,376625,1142460
